tweet,username,likes_count,date,sentiment2cat,sentiment3cat
i think id snapped and popped this other maid by now if i was alex wearyjoy maid,mother__bear__,0,2021-10-07,neg,neu
maid episode  recap barefootbilly great episode margaretqualley andiemacdowell bjharrison tv nickrobinson,reelmockery,0,2021-10-07,pos,pos
"nickrobinson on maid, understanding his character is toxic behavior, favorite scenes to shoot, what he is learned from the variety of roles he is done recently &amp; more: maidnetflix",christinaradish,0,2021-10-07,pos,pos
girl said “taylor swiftman” as her fake name lmaaaao my god maid,soyoungsxinsane,3,2021-10-07,neg,neg
i've just watched episode s | e of maid! maid tvtime,channiess,0,2021-10-07,pos,neu
one thing netflix did was maid pleading,marquinitra,0,2021-10-07,pos,neu
this maid show has me maaaaaad. whew jesus!,nerdymochadoc,0,2021-10-07,pos,neu
y'all should watch maid on netflix. it is amazing.,yarachaaya,1,2021-10-07,pos,pos
"i honestly do not feel bad for alex, she is in the mess she is in because of her pride. maid",da_bossladyy,1,2021-10-07,neg,pos
not enough people are talking about maid on it is sooo good and sooo freaking relatable sleepy,makeup_kayt,0,2021-10-07,pos,neu
maid has my emotions all over the place….,besos4jelz,0,2021-10-07,pos,neu
i’m watching maid and i’m wondering if there are really this kind of poor people in america. how you go get only $????,kikiokeke,0,2021-10-07,pos,neg
why did alex even go back to sean is house? what did she expect? abusers barely ever change. maid,da_bossladyy,0,2021-10-07,pos,neg
just realized one of the reasons is maid is so good - john wells is directing episodes. i’ve loved his work since chinabeach.,scoutliterary,0,2021-10-07,pos,pos
why is alex wearing her madam is clothes and drinking wine on duty?skull maid,princesskeab,1,2021-10-07,pos,neu
wait now calling her daughter her niece joyjoyjoy maid,keedalicious,0,2021-10-07,pos,neu
i dont think i will ever recover from maid *clicks on another episode*,zejnuilahu,0,2021-10-07,pos,neu
"i’m watching maid on netflix and the scene about the rich lady not paying is accurate. rich people are stingy, selfish jerks.",galaxystarks,2,2021-10-07,pos,pos
maid; happier than ever.,mundoodeseries,2,2021-10-07,pos,pos
"maid on netflix is powerful, emotional, human and honest tv. brilliantly written and acted.",claireallan,26,2021-10-07,pos,pos
now she just doing any fucking thing inviting ppl over this lady housewoman facepalming medium dark skin tone maid,keedalicious,0,2021-10-07,neg,pos
im about to try and watch maid but i feel like yall over hype everything cause squid games wasnt all that i couldnt even finish it .,aubreylichelle,0,2021-10-07,pos,pos
i've just watched episode s | e of maid! maid tvtime,mshowkw,0,2021-10-07,pos,neu
it is nice to see real life mother and daughter andie macdowell and margaret qualley play mother (paula) and daughter (alex) on screen in maid,da_bossladyy,1,2021-10-07,pos,pos
"maid is such a powerful show. it shines a much-needed light on the devastating impact that domestic violence, family mental health issues, and trauma has on a single parent trying to care for a child, navigate a byzantine social services system and keep a roof over their head.",iamsharpe,1,2021-10-07,neg,neg
days with the baby and regina is already going crazy and ready to give up lol. i do not know why some women think being a mother is walk in the park maid,da_bossladyy,1,2021-10-07,pos,pos
"maid ""legal legal..legal legal..legal"" and she just lost her kid sob",whipped_crim_54,0,2021-10-07,pos,neg
_com scared to be harassed by my maid tomorrow morning because you could not proceed with my order even after multiple attempts in last  hrs. bachelor maid so my reason to have this love hate relationship with swiggy and zomato continues......,8098lovish,0,2021-10-07,neg,neg
"now that you've finished squidgame, here are  other shows and movies for you, like maid and the new muppetshauntedmansion halloween special!",hotgreenteamama,0,2021-10-07,pos,pos
"watching maid on netflix. and my crazy brain can not stop thinking, what if my family just one day decide not to keep me. what will i do? where will i go?",anasharmaa,1,2021-10-07,neg,neg
im already invested in this mother is character maid,mother__bear__,0,2021-10-07,pos,neu
i was not a housekeeper for the wealthy but i can relate to this. cleaning jobs often helped me to get through and every house does have a secret … maid ⁦⁩,mia_cherry_,0,2021-10-07,pos,pos
i need a nate in my life maid,brooklyn_locs,0,2021-10-07,pos,neu
both are stunning! and the maid is really good,kfaziz,0,2021-10-07,pos,pos
what about the dumb ass that hit her car?? woman shrugging selectormaidnetflix maid,jpierce0101,0,2021-10-07,neg,neg
lord… maid took a turn and i was not expecting these emotions!,ykkonyazippuh,0,2021-10-07,pos,neu
one thing about alex she was always getting her lick back maid,pri_babii,0,2021-10-07,pos,neu
i've just watched episode s | e of maid! maid tvtime,haloo79,0,2021-10-07,pos,neu
finished maid. definitely a tear jerker! pleading,lady_klg,0,2021-10-07,pos,pos
i can not with paula maid,brooklyn_locs,0,2021-10-07,pos,neu
i love that baby girls comfort song is by salt n pepa red heart maid,mother__bear__,0,2021-10-07,pos,pos
i did not realize maid was a series... i need this.,mother__bear__,0,2021-10-07,pos,neu
i think i'll watch maid today ..,mother__bear__,0,2021-10-07,pos,neu
who is that? ddlc dokidokiliteratureclub sayori maid papyrus undertale underswap,gasteryuriart,20,2021-10-07,pos,neu
i've just watched episode s | e of maid! maid tvtime,gunnererrors,0,2021-10-07,pos,neu
stay strong even when you start to feel everything fall apart... chainslink anime manga otaku cosplay cosplayer cosplaygirl rem remcosplay rezero rezerocosplay maid maidcosplay casual photoshoot,irenert5,0,2021-10-07,neg,pos
shawn has got to go. just when i was giving him the benefit of the doubt. he wants her to be dependent on him just so he can control her maid,westvenchy,0,2021-10-07,pos,pos
i’m fully invested in alex is life maid,courtn333y,0,2021-10-07,pos,neu
"""i wanted to challenge people is expectations and play a guy that is not very likable and who is not the hero."" below, nickrobinson tells chloëgracemoretz about his new series maid.",interviewmag,6,2021-10-07,neg,neg
maid episode  and  annoys the fuck out of me .. smh,bogbaro,0,2021-10-07,neg,neg
paula acted her ass off in maid maidnetflix,calviface,1,2021-10-07,pos,neg
i've just watched episode s | e of maid! maid tvtime,4colordreamer,0,2021-10-07,pos,neu
alex is giving fiona gallagher!! anybody else watch maid,aggie_arie,2,2021-10-07,pos,pos
i hope she will not inherit a mental illness like her mom bipolar maid maddy sean,johnmichaelcl,0,2021-10-07,neg,pos
"maid star nick robinson on what appealed to him about the netflix project, the scariest thing about taking on the role, and his favorite scenes to shoot.",collider,16,2021-10-07,pos,pos
"i can not be the only one that want alex and nate to date, am i? maid",blaqviolet,1,2021-10-07,pos,pos
tiempodnews top  global en netflix . squidgame . maid . sexeducation . onmyblock . aliceinborderland . thechestnutman . hometownchachacha . pawpatrol . greysanotomy . midnightmass,tiempodseries,5,2021-10-07,pos,pos
maid is killing me... imma be crying all day.,lisannwachukwu,0,2021-10-07,neg,neg
"anyone who is read the book “maid,” should i bother watching the new show based on the book? is it better or worse? the book was really good so i do not want to be disappointed. netflix maid",samkj27,0,2021-10-07,pos,neg
i've just watched episode s | e of maid! maid tvtime,leeduscohan,0,2021-10-07,pos,neu
. maid is a  episode series about a young mother in an abusive relationship who seeks to better her life and the future for her daughter. it is a realistic look at our broken system. i recommend it.,professing_prof,0,2021-10-07,pos,neg
"as a child of dv who continued it with my first marriage, watching maid is actually pretty cathartic. ngl it is bringing up all the anger and sadness but yeah…”it grows like mold”. hauntingly accurate.",pamilykins,0,2021-10-07,pos,pos
min into maid and my heart is wrenching,lisannwachukwu,0,2021-10-07,pos,pos
we offer free instant cleaning quote miami cleaningservice maid,miami_cleaning,0,2021-10-07,pos,pos
learn about challenges with final consent waivers in track  patients on wednesday october  as part of the camap fall  symposium. register here: maid medicalassistanceindying online module eol endoflife,maidhouseto,0,2021-10-07,pos,pos
the school did not allow me to do one of cain but soon i will do a better one smirk cat. cainjooinweek yourstoclaim happyjooinday happycainday maid,teru_uxxu,77,2021-10-07,pos,pos
. tbt throwbackthursday to halloween !? joy pastel maid with gelatoni cat,artesuxx,1,2021-10-07,pos,pos
must watch and must-read... -byline maid netflix mykolkata thetelegraph,poojam_speaks,0,2021-10-07,pos,neu
"just finished a late lunch &amp; the maid series on netflix. now i feel like i've been a total slacker throughout my  decades...an uncomfortable but we'll written/acted watch - complete with real life mother daughter duo. ps. the  year old ""maddy"" (rylea) stole the show for me.",newthea,0,2021-10-07,neg,neu
dah habis maid now idk what to watch anymore... ni yang susah bila jumpa amazing series pensive,ssalsalahh,0,2021-10-07,pos,pos
y’all watch maid on netflix??,_badgyalri,0,2021-10-07,pos,neu
a day in my life as a housemaid in saudi arabia saudi arabia.maid restygloria u... via please subscribe to my utube channel help me reach  subscribers.thank you,restygloria6,4,2021-10-07,pos,pos
i've just watched episode s | e of maid! maid tvtime,leeduscohan,0,2021-10-07,pos,neu
"_bough i started watching and it was a bit triggering, heart racing, etc… i have it on pause and will watch, but only on small chunks… dv maid",pastryplate,1,2021-10-07,neg,pos
i've just watched episode s | e of maid! maid tvtime,jessiemoens,0,2021-10-07,pos,neu
i feel like this situation with alex and her dad is unnecessarily dramatic…maybe i’m jaded though maid,carriebradnaw,4,2021-10-07,neg,neu
omfg maid is so good.,saralabellesays,0,2021-10-07,pos,pos
maid on netflix is probably one of the best series ive watched in a long time. the way i felt every single one of alex is emotions its such an experience,prlncessklnk,0,2021-10-07,pos,pos
"""...virginia slims, an upmarket cigarette brand."" -- the maid netflix",mulkireena,0,2021-10-07,pos,neu
maid on netflix is just.. wow. mustwatch somanylifelessonsinoneseries,hamdzou,0,2021-10-07,pos,pos
had to stay up late to make sure alex in maid ended up ok. i am actually crying over this show. such an incredible piece of work.,francistill,5,2021-10-07,pos,neg
alex does real stupid shit sometimes…like what made her think either of them could miss work. and now she is leaving work again to look for her mom who already been missing for  weeks unamused maid,carriebradnaw,2,2021-10-07,neg,neg
i've just watched episode s | e of maid! maid tvtime,haloo79,0,2021-10-07,pos,neu
loving maid on netflix awful how there is people living like that.,jaydw1992,1,2021-10-07,neg,pos
you’re a pregnant hoarder. i would of walked tf out maid,gabbycakes2,0,2021-10-07,pos,neu
"first episode of maid , the way she had to throw away the food sobpleading",kheamo_m,1,2021-10-07,pos,neu
woke up to finish the last episode of maid and i’m crying at :am!joysob,kueennef_ertiti,0,2021-10-07,neg,neg
"how come no-one is talking about maid on netflix, it is so eye-opening and chilling. do watch it and sabaq seekh bhi pakistani mardo gharidafarooqi minalkhan khanzeerinjahanum tworldcup shoaibmalik",faisal26008041,2,2021-10-07,neg,neg
i've just watched episode s | e of maid! maid tvtime,jessiemoens,1,2021-10-07,pos,neu
"watching maid on netflix what a legend. ill never understand how any man can strike their partner. but then to me, thats not a man.",didithitthespot,1,2021-10-07,neg,neg
just finished watching maid it is an excellent portrayal of emotional abuse and the stigma victims experience. thank you for sharing your story and thanks for producing the series.,vegans4pete,0,2021-10-07,pos,pos
who else is watching maid on ….. alex is fighting to survive man sweatsweatsweatsweatsweat,kaysb91,1,2021-10-07,pos,neg
watching maid on netflix reminds me how often 'welfare' safety nets meant to help people who fall upon hard times are so cruelly f*cked up &amp; impossible to navigate finland is 'housing first' concept seems to be a successful breakaway from the norm,earthygirl011,14,2021-10-07,neg,pos
me too! i cried a lot during this one. it was so so good. excellent even. everyone should watch maid netflix,nakiapaula,0,2021-10-07,pos,pos
i've just watched episode s | e of maid! maid tvtime,jessiemoens,0,2021-10-07,pos,neu
i love regina.. she is the only one that believes in alex maid,gabbycakes2,6,2021-10-07,pos,pos
"i cannot sleep , so watching maid on netflix ..",dejaaanicole,0,2021-10-07,pos,neu
i would if had to beat shawn is ass. how you give a car back that did not have shit to do with you maid,gabbycakes2,0,2021-10-07,neg,neg
i've just watched episode s | e of maid! maid tvtime,leeduscohan,0,2021-10-07,pos,neu
watching maid on netflix my heart!,tuplin_lisa,1,2021-10-07,pos,pos
"quite tired today, i help my mom i got our clothes on laundromat i folded them then i toss it in with every wardrobe of my brothers my mom and me as well maid movie",johnmichaelcl,0,2021-10-07,neg,pos
"so this is saying her that becoming one of them - with means - by hiring her own household help is a *good* thing? i do not think anybody wants cinderella to become another evil stepsister, do they? i do not enjoy this “revenge” definition of success. pleading maidnetflix maid",drliebknicht,1,2021-10-07,pos,pos
reading about maid on netflix took me back to my short lived cleaning job at  i found steradent tablets and kept asking what they were for! no answer! the final straw was when i told them that their bath was too dirty and that my dad was a miner and we had a cleaner bath! see no evil,collateral_dame,0,2021-10-07,neg,pos
this girl is pissing me off maid maidnetflix,julietnoromeo_,0,2021-10-07,pos,neg
fascinating maid,alissafitri1,2,2021-10-07,pos,pos
i've just watched episode s | e of maid! maid tvtime,tolaaaaaaa,0,2021-10-07,pos,neu
maid maidnetflix absolutely brilliant show. creator is need to take a bow for that one.,lasagna1804,0,2021-10-07,pos,pos
"_ _sarahtee maid is so well written that there is no black and white. i even root for sean to become a better person. i hated paula more and also hank in the end. the bottom line is that alex broke the circle herself i hope that doesnt make more seasons, its a perfect one &amp; done.",stefantetelepta,6,2021-10-07,pos,pos
tv have you watched maid on yet? maidnetflix,telegraphmag,1,2021-10-07,pos,neu
i've just watched episode s | e of maid! maid tvtime,aurelliax,0,2021-10-07,pos,neu
i hate shows/movie scenes where someone impersonates living in someone else is house. the whole time i’m on edge the home owners are going to walk in. i can not focus on the script...can we stop writing scenes like this?? thx netflixmaid maid,xhummingbird505,1,2021-10-07,neg,neg
_l_ right? watch maid. that girl had zero.,claramcnally81,0,2021-10-07,pos,neu
y’all were not lying. maid is amazing.,dirtybo0ts,1,2021-10-07,pos,pos
"clapping hands medium skin toneclapping hands medium skin toneclapping hands medium skin tone uses her maid platform to highlight systemic racism &amp; white privilege. i’m ivy league-educated w/ mas. after my mfa, a peer stalked &amp; sued me. panic attacks +court dates = fired. i was shocked how difficult the system was to navigate to get very little help.",ericajackson,1,2021-10-07,neg,neg
alex got bad luck and she invited someone over. bruhhhh maid,mobiggaa,1,2021-10-07,neg,neg
i've just watched episode s | e of maid! maid tvtime,heartsbenzo,0,2021-10-07,pos,neu
damn this bitch got alot of bad luck! maid netflix,jaydekardashian,0,2021-10-07,neg,neg
i've just watched episode s | e of maid! maid tvtime,anonymeliife,0,2021-10-07,pos,neu
"bruhhh danielle, i love her! joyjoy maid",mobiggaa,2,2021-10-07,pos,pos
"really enjoyed this, even through the tears... maid",tsholorampaku,1,2021-10-07,pos,pos
one thing after another pleadingpleadingpleading maid,_badgirlnae,0,2021-10-07,pos,neu
alex pisses me off so bad roll eyes maid,freelovelyy,1,2021-10-07,neg,neg
smh. i hate the creepy ass woods in the house criminal ass episode of maid. not the type of shit i need to be watching before i go to sleep. ruined a perfect binge lol triumph cuz i ai not finishing this shit tonight. why would she go back in??? lol,lovemeeshaa,0,2021-10-07,pos,neg
i’m watching maid and wow alex is baby daddy is literally ruining her life,uzotha_m,15,2021-10-07,pos,pos
im watching maid on netflix,raw_is_warr,16,2021-10-07,pos,neu
doreen woulda got her shit rocked fuckin with me maid,stephmeister___,0,2021-10-07,neg,neg
alex can not catch a damn break sob maid,trxvisty,0,2021-10-07,pos,pos
the way i screamed at the tv at alex to say yes to some help bruh! maid,mobiggaa,1,2021-10-07,pos,pos
“our space is a home because we love eachother in it” pleadingsobsob maid,zootedzenax,1,2021-10-07,pos,pos
"ugh yes, finally maid",_tvrv,0,2021-10-07,pos,neu
a bird that never flied maid maidnetflix,desperategossip,0,2021-10-07,pos,neu
"nah, she is actually being stupid maid",_tvrv,0,2021-10-07,neg,neg
i really lost track of time watching maid and omg i finished it and i’m a mess. sob,thatgomzlove,0,2021-10-07,pos,neg
still watching maid and my anxiety is going through the roof watching maddy is birthday episode flushedgrimacing,tayllorwalshe,0,2021-10-07,pos,neg
shorty be goin thru it on maid,rhudeboi_hd,2,2021-10-07,pos,neu
maid series on netflix. it should come with a trigger warning. if you have been in a domestic violence situation. be warned.,_manthatisi,0,2021-10-07,pos,neg
she is annoying meee maid,_tvrv,0,2021-10-07,neg,neg
watching maid and i wanna strangle the alex is mother. omfg what a dumbass,_blureaper,2,2021-10-07,pos,neg
when sean asked alex could she cook breakfastraised eyebrowraised eyebrow nigga this ai not no fairytale gtf maidnetflix maid,thacartersk,1,2021-10-07,pos,pos
csp-!!! i studied a maid outfit this time :dd sketch animegirl anime art artwt maid,wukiko_,7,2021-10-07,pos,neu
alex fell for the trap. he got her at her weakness wearywoman facepalming medium dark skin tone maidnetflix maid,thacartersk,7,2021-10-07,neg,neg
wip maid animegirl its unfinished maid season :),lewdsyboo,0,2021-10-07,pos,pos
i've just watched episode s | e of maid! maid tvtime,toveyswitwer,0,2021-10-07,pos,neu
netflix maid maidnetflix is so gooooood!,iwatchitweet87,0,2021-10-07,pos,neu
shelter chic maid maidnetflix,desperategossip,0,2021-10-07,pos,pos
nah anika had me about to come through the tv screen lol but she did a . maid,shera_joyner,0,2021-10-07,pos,pos
half way through watching maid on netflix and honestly its amazing,x_stefani_x,0,2021-10-07,pos,pos
watching maid and i can not get over how long it is taking alex to accept her dad is help... like you are in desperate need of it and yet you will not because of your pride weary,tayllorwalshe,1,2021-10-07,neg,pos
currently watching maid,msphat_beauty,0,2021-10-07,pos,neu
nate heart eyesheart eyesheart eyes maid maidnetflix,desperategossip,0,2021-10-07,pos,pos
whewwww this maid series firefirefirefire,simplydevine88,0,2021-10-07,pos,neu
wizardly maid cafe sketch doodle oc thicc maid waitress catboy abs,leapinllama,5,2021-10-07,pos,neu
"i just finished watching maidnetflix and let me be honest, when she got back with sean, i was like “oh, she is so stupid!” and then, i remembered how many times it took me to leave for good. maid is a must watch!",xochiltcortez29,10,2021-10-07,pos,pos
why is “we're going on a bear hunt. we're going to catch a big one” from maid series so catchy!,nouraalogaiel,2,2021-10-07,pos,neu
danielle whippin alex into shape clapping hands medium skin toneclapping hands medium skin toneclapping hands medium skin tone maid,zootedzenax,2,2021-10-07,pos,neu
this girl in maid cannot catch a break,saammsamm,0,2021-10-07,pos,neu
i— not her inviting this man she does not know into her employer is home?? maid,ahndahhh,2,2021-10-07,pos,neg
bidding for is double maid.  nft  maidsm what a steal. eyeseyes nft nfts nftcollector nftartwork maids maid maidcostume cosplay anime waifu,griml0rd_,45,2021-10-07,pos,neg
"yes i know , i’m full aware of how alone and fucked up i am maid maidnetflix",desperategossip,0,2021-10-07,pos,neg
maid on netflix is so realistic.,k1ngjarvis,1,2021-10-07,pos,neu
andy mcdowell vs regina hall vs jennifer coolidge at the emmys next year …it is gonna be a bloodbath emmys emmy thewhitelotus maid maidnetflix nineperfectstrangers,desperategossip,1,2021-10-07,pos,neu
"tick tock, should’ve rescheduled maidnetflix maid",desperategossip,0,2021-10-07,pos,neu
i've just watched episode s | e of maid! maid tvtime,toveyswitwer,0,2021-10-07,pos,neu
being a social worker sucks maidnetflix maid,desperategossip,0,2021-10-07,neg,neg
y’all go head and start watching maid dropped another banger maid,daejahlynne,0,2021-10-07,pos,neu
maid man. that was so good omg,andviolentends,0,2021-10-07,pos,pos
when the momma found them a place to stay &amp; the babygirl got those bag full of ponies sobred heartrelieved tears of happiness. maid,queenwater_,0,2021-10-07,pos,pos
whew my girl alex just can not catch a break maid,sayyles_,1,2021-10-07,pos,neu
let is see what the buzz is all about maidnetflix maid,desperategossip,0,2021-10-07,pos,neu
"ok ok ok. i will watch squidgame, but in my own time demmet. i am still busy with maid but i have to go slowly. it is so emotionally triggering.",meganshead,3,2021-10-07,pos,pos
watching maid got me being so thankful because omg it could be so worse!!,justshae_it,0,2021-10-07,neg,pos
slept late watching maid,vhuhwavh0_,0,2021-10-07,neg,neu
provide cleaning &amp; maid services. book now! call or whatsapp  cleaningservice cleaningcompanydubai cleaningcompany cleaning cleaningservices maid nanny babysitter,800spotless,0,2021-10-07,pos,neu
maid seems like an interesting watch,rhonz876,0,2021-10-07,pos,pos
she be pissing me off on maid,erikakaneee,0,2021-10-07,pos,neg
binging on maid so powerful. netflix,adibahnoor,61,2021-10-07,pos,pos
maid is one of the top shows on netflix. fun fact: one of my best friends plays cal in the show. check it out if you have not already. maid maidnetflix,bdilo17,5,2021-10-07,pos,pos
this show is so good but makes me so sad and anxious at the same damn time pleadingsob maid,yeseniaaxo,1,2021-10-07,neg,neg
maid on netflix was absolutely incredible.,laurenmichxllx,5,2021-10-07,pos,neu
"arm appreciation post! drop the workout routine! slay, girl! musclemaid",stephstremp17,0,2021-10-07,pos,pos
maid on netflix. thank you for this amazing limited series. that was brilliant!!!,candi2go,0,2021-10-07,pos,pos
sometimes i want to shake alex through the screen maid,brooklyn_locs,0,2021-10-07,pos,neg
i’m watching maid. i’m on episode . theres a fine ass man!! i forget his name but same guy from degrassi &amp; ginny &amp; georgina,droptweetshere,0,2021-10-07,pos,neg
fantabulous seeing _phil slaying dragons on maid bravo sir raising hands medium light skin tone dragon face watchthisshow dart,wesley_salter,7,2021-10-07,pos,neu
why do i not feel sorry for this girl alex at all maid,calviface,1,2021-10-07,neg,pos
"“an unapologetic account of how a smart, talented woman ended up a homeless mother, in and out of bad relationships, and reliant on public benefits and meager pay earned by cleaning houses.” maid",drtekirdagkosar,1,2021-10-07,neg,pos
alex mama too stupid for me maid,gabbycakes2,0,2021-10-07,neg,neg
working on tohru from miss kobayashi is dragon maid today scissors what are you up to today? cosplay misskobayashisdragonmaid anime manga dragonmaid maid wifu dragonwifu sewing crafting evafoam wig,heroinecosplay,0,2021-10-07,pos,neg
"i’m so ready for this girl to fuck her baby daddy up, but i see she ai not expressionless maid",flawlesslove__,0,2021-10-07,neg,neg
"you’re simply an amazing woman, mother, &amp; human being. i cried my eyes out watching the entire maid series. you have inspired so many women to get up from that carpet &amp; fight for themselves, others, and that is tremendous. thank you for sharing your life experience with us heart eyes",msjustgoogleit,3,2021-10-07,pos,pos
my nerves can not handle maid,keebaldwin34,0,2021-10-07,pos,neg
just finishing watching maid &amp; it is really really good. the acting is off the charts. kudos to all involved!,deckerdi,0,2021-10-07,pos,pos
maid just made me so fucking depressed. it is like it is triggering shit in me i have never even experienced. maybe i did in a past life. or an ancestor or something. idk. i’m sad now tho. but i can not stop watching.,noladumpling,1,2021-10-07,neg,neg
maid is very triggering,callme_candee,0,2021-10-07,pos,neu
now watching. maid,tweettweetter,0,2021-10-07,pos,neu
the  black women in maid was everything heart,denifuckyobitch,0,2021-10-07,neg,pos
"/ watching maid and it is like ghosts of jobs past. through grad school i worked at residential pregnant drug rehab, the ch hill women is homeless shelter, and at the durham &amp; pboro dv shelters, all at once. the portrayal of the challenges these women face is accurate.",lisanmead,1,2021-10-07,pos,pos
i've just watched episode s | e of maid! maid tvtime,7xcris,0,2021-10-07,pos,neu
maid is really just annoying me cause alex is so naive. she keep walking back into the same bear trap. she has virtually no boundaries. this show is triggering af.,noladumpling,2,2021-10-07,neg,neg
maid-netflix netflix maid mustwatch,shayla_donnice,0,2021-10-07,pos,neu
i really binge watched maid in one day. that show had me mad and emotional all at once like it was me. sobsobsob,coldlife_,0,2021-10-07,neg,neu
must watch! alex will just tug at your heartstrings every single time! hearts maid,emmyou17,0,2021-10-07,neg,pos
i fucking hate netflix cause why tf i’m crying over this show maid,dopegirl52_,0,2021-10-07,neg,neg
stephanie land spent years scrubbing toilets for $ an hour. now her story is one of the biggest shows on netflix. maid,mamamia,0,2021-10-07,neg,neu
still up . watching maid,oreosnomilk,0,2021-10-07,pos,neu
"i can not believe i finished maid already, it is so beautifully filmed and the ending had me crying. maid netflix",stukalskyart,1,2021-10-07,pos,pos
maid is such a great show so far. mynewbinge,tropicaldemons,0,2021-10-07,pos,pos
ok so i’m watching maid and is it me or is this girl just slow af! like bruh!! what are you doing?,_geauxkoko,1,2021-10-07,neg,pos
maid got me ballin like a fuckin baby.,__ayenakarra,0,2021-10-07,pos,pos
alex is soooooo damn annoying in maid. she is such a mess maid,cattt_p,4,2021-10-07,neg,neg
$??? girl i coulda sent you that through venmo roflroflrofldanielle maid netflix,nikkincrn,11,2021-10-07,pos,neu
not me tearing up watching maid crysneezing facehand over mouth,beaubreeee,0,2021-10-07,pos,neu
i could kill sean for her expressionlessexpressionlessexpressionless maid,sunflowerkc_,0,2021-10-07,pos,neg
"maid this is such a powerful series! a must watch for future social workers &amp; everyone else. i watched it breathlessly, full of rage, tears, and hope. it is a mother is sheer will to survive against dv, against all odds of a soul-crashing capitalist system. well-done!",drtekirdagkosar,2,2021-10-07,pos,pos
watching maid on netflix &amp; when she opened the door astonished guh if you dont call horders,solid_ting,1,2021-10-07,pos,pos
anika noni rose is performance in this gave me goosebumps. maidnetflix margaretqualley regina maid,lokimoooon,6,2021-10-07,pos,neu
better act!!!! maid,mr_3lastnames,0,2021-10-07,pos,pos
"if you’re looking for something great to watch, i strongly recommend maid on netflix. what an incredible story and such raw, real characters. /! whattowatch maid",nockfoursix,1,2021-10-07,pos,pos
"tomorrow is going to be my  follower celebration stream! what am i gonna stream? who the hell knows, find out on my twitch channel tomorrow at pm est. smiling imp envtuber vtuberen vtuberuprising vstreamer twitch catgirl maid gamergirl gamer",boshou,10,2021-10-07,pos,neg
poor alex pleading maid,jasthisjasthat,0,2021-10-07,neg,neg
"i hollered when danielle said gurl, no wonder you were sweating that $ maidnetflix roflroflvenmo maid netflix",nikkincrn,1,2021-10-07,pos,neg
the m stands for maddy heart whoo the tears! maidnetflix maid netflix,admiremylife,2,2021-10-07,pos,pos
sean just finds a way to ruin everything for alex. she had a nice place and he fucked it up maid,gabbycakes2,0,2021-10-07,pos,neg
i love this series so far maid,kcxoxoh,0,2021-10-07,pos,pos
"maid i binged this. i do not think anything was missed in alex' journey to escaping domestic violence you will hate it at times because you see it as unrealistic.. it can not be that bad, it can be, it often is. ladies tell your men, like yesterday, so they have a clue i have",realstockton,1,2021-10-07,neg,neg
morning too maid,maureennzau,0,2021-10-07,pos,neu
“i fixed things by leaving”. maid,jbavadra,13,2021-10-07,pos,neu
"oooooo maria maria , yes you mariashriver thanks to god your maid did not abort the beautiful child she carried and got to raise from your ex arnoldwoman facepalming light skin tone",palominofashion,2,2021-10-07,pos,pos
anyone else find maid triggering? persevere,canativeenergy,0,2021-10-07,pos,neu
"just started maid on netflix. this one part made my heart drop to my ass, i was about to start balling my eyes out sobsob. i can already tell this is going to be a great show.",petitebeaute_xo,2,2021-10-07,pos,pos
dunno why alex ai not focus on getting her child back and leave the man alone maid,nickyb_zero3,1,2021-10-07,pos,neg
perfect example that a toxic mother is just as bad as an absent father maid,cocosznxo,0,2021-10-07,pos,pos
alex need to take that damn baby to her dad is house maid maidnetflix,firstname_ant,3,2021-10-07,pos,neg
just watched series episode s | e of maid! maid tvtime,jaykarwolfe,0,2021-10-07,pos,neu
thaís just watched episode s | e of maid! maid tvtime,spearsxfilms,0,2021-10-07,pos,neu
i've just watched episode s | e of maid! maid tvtime,gabiswho,0,2021-10-07,pos,neu
thaís just watched episode s | e of maid! maid tvtime,spearsxfilms,0,2021-10-07,pos,neu
thaís just watched episode s | e of maid! maid tvtime,spearsxfilms,0,2021-10-07,pos,neu
maid gives me flashbacks,omgthatsc,0,2021-10-07,pos,neu
day  ! maid white heartribbon [repost] • any type of support are vv appreciated &lt; • art artistontwitter drawtober cute october octoberrd maid,lxvely_kkai,9,2021-10-07,pos,pos
i've just watched episode s | e of maid! maid tvtime,haloo79,0,2021-10-07,pos,neu
it is a coffin! the small window on the door of the trailer is a coffin. maid,jcwygle,0,2021-10-07,neg,neu
just because abuse is not reported on a police report does not mean it did not happen. i’m a witness. maid maidnetflix,nwanyebarnes,3,2021-10-07,pos,neg
"i read the book it was based on and boy howdy, maid on is just as agonizing as i thought it would be.",comicmama,1,2021-10-07,pos,neg
i rated maid (–) / imdb maid netflix,kristianmeller,0,2021-10-07,pos,neu
alex slow maid,nickyb_zero3,0,2021-10-07,neg,neu
the girl alex on maid following right in her momma foot steps,kingconquer_,0,2021-10-07,pos,neu
"damn , maid",everythangparis,0,2021-10-07,pos,neg
maid what victims of abuse face. majority of us are self representing. family/youth court otherwise known as gates of hell for victims of dv as our abuser succeeds in painting us as the criminal &amp; himself as poor wronged victim. abusers are awarded with custody,dv_metoo,0,2021-10-07,neg,neg
so alex did all that just to end up back at the baby dads house kmt. maid,prettygorgg,0,2021-10-07,pos,neu
aye alex tripping maidnetflix maid,firstname_ant,1,2021-10-07,pos,neu
